"","primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","partido","legislatura"
"7123","SIAZARO",NA,"JUAN","C.","Partido Colorado",45
"7124","SICA","BLANCO","YAMANDU",NA,"Frente Amplio",42
"7125","SICHERO",NA,"OXILIO",NA,"Partido Nacional",28
"7126","SIERRA","DIAZ","HUGO",NA,"Partido Nacional",36
"7127","SIERRA","DIAZ","HUGO",NA,"Partido Nacional",37
"7128","SIERRA","PORRO","LUCAS",NA,"Partido Colorado",37
"7129","SIERRA",NA,"RAMIRO",NA,"Partido Nacional",38
"7130","SIGNORELLI",NA,"CARLOS",NA,"Partido Colorado",46
"7131","SIGNORELLI",NA,"CARLOS",NA,"Partido Colorado",44
"7132","SIGNORELLI",NA,"CARLOS",NA,"Partido Colorado",45
"7133","SILVA",NA,"FRUCTUOSA",NA,"Partido Colorado",44
"7134","SILVA",NA,"JUAN","GUILLERMO","Partido Colorado",39
"7135","SILVA",NA,"RAUL","A.","Partido Colorado",39
"7136","SILVA",NA,"RAUL","A.","Partido Colorado",40
"7137","SILVA",NA,"RAUL","A.","Partido Colorado",41
"7138","SILVA",NA,"SILVIO","H.","Partido Colorado",34
"7139","SILVA",NA,"SILVIO","H.","Partido Colorado",35
"7140","SILVA",NA,"SILVIO","H.","Partido Colorado",36
"7141","SILVA",NA,"SILVIO","H.","Partido Colorado",37
"7142","SILVA",NA,"SILVIO","H.","Partido Colorado",38
"7143","SILVA","VARELA","JORGE",NA,"Partido Colorado",37
"7144","SILVA",NA,"WENCESLAO",NA,"Partido Colorado",27
"7145","SILVA","BARTOLO","MAURO",NA,"Partido Colorado",42
"7146","SILVA",NA,"JUAN","B.","Partido Colorado",32
"7147","SILVA",NA,"MARIO","A.","Partido Colorado",38
"7148","SILVA","POLEO","ROBERTO",NA,"Partido Colorado",44
"7149","SILVA","ROTTA","JORGE",NA,"Partido Colorado",45
"7150","SILVA",NA,"RUBENSON",NA,"Frente Amplio",47
"7151","SILVA","","GASTON",NA,"Partido Frente Amplio",47
"7152","SILVA",NA,"HECTOR",NA,"Partido Frente Amplio",47
"7153","SILVA",NA,"GASTON",NA,"Partido Frente Amplio",48
"7154","SILVA",NA,"ALFREDO",NA,"Partido Colorado",48
"7155","SILVA",NA,"NIDIA","M.","Partido Nacional",48
"7156","SILVA",NA,"ROBERT",NA,"Partido Colorado",48
"7157","SILVA",NA,"JORGE",NA,"Partido Democratico Unido",48
"7158","SILVA","LEDESMA","FEDERICO",NA,"Alianza Oriental",43
"7159","SILVA",NA,"JUAN","B.","Partido Colorado",29
"7160","SILVA",NA,"CASIMIRO",NA,"Partido Colorado",29
"7161","SILVA",NA,"CASIMIRO",NA,"Partido Colorado",31
"7162","SILVA",NA,"RAUL","A.","Partido Colorado",37
"7163","SILVA",NA,"RAUL","A.","Partido Colorado",38
"7164","SILVA",NA,"MAURO",NA,"Partido Colorado",38
"7165","SILVAN","FERNANDEZ","JOAQUIN",NA,"Partido Nacional",21
"7166","SILVEIRA",NA,"ALDOIRO",NA,"Partido Nacional",43
"7167","SILVEIRA","DIAZ","HECTOR",NA,"Partido Colorado",38
"7168","SILVEIRA","DIAZ","HECTOR",NA,"Partido Colorado",39
"7169","SILVEIRA","DIAZ","HECTOR",NA,"Partido Colorado",40
"7170","SILVEIRA","LIMA","ALFREDO",NA,"Partido Colorado",41
"7171","SILVEIRA","ZABALA","JORGE",NA,"Partido Nacional",40
"7172","SILVEIRA","ZABALA","JORGE",NA,"Partido Nacional",41
"7173","SILVEIRA","ZABALA","JORGE",NA,"Partido Nacional",42
"7174","SILVEIRA","ZABALA","JORGE",NA,"Partido Nacional",43
"7175","SILVEIRA",NA,"GUSTAVO",NA,"Partido Nacional",43
"7176","SILVEIRA",NA,"GUSTAVO",NA,"Partido Nacional",45
"7177","SILVEIRA",NA,"JULIO","C.","Partido Nacional",45
"7178","SILVEIRA",NA,"JULIO","C.","Partido Nacional",46
"7179","SILVEIRA","ZORZI","ALEJANDRO",NA,"Partido Colorado",36
"7180","SILVEIRA",NA,"GUSTAVO",NA,"Partido Colorado",47
"7181","SILVEIRA",NA,"JOSE","L.","Partido Nacional",47
"7182","SILVEIRA",NA,"ELIO",NA,"Partido Frente Amplio",47
"7183","SILVEIRA",NA,"ALDORIO",NA,"Partido Nacional",47
"7184","SILVEIRA",NA,"HUGO",NA,"Partido Nacional",48
"7185","SILVEIRA",NA,"JOSE","L.","Partido Nacional",48
"7186","SILVEIRA",NA,"SANTURIO",NA,"Partido Colorado",48
"7187","SILVEIRA",NA,"PABLO",NA,"Partido Frente Amplio",48
"7188","SILVEIRA","LIZARAZU","JOSE",NA,"Partido Nacional",38
"7189","SILVEIRA","LAZARAZU","JOSE",NA,"Partido Nacional",39
"7190","SILVEIRA",NA,"JULIO","CARLOS","Partido Nacional",46
"7191","SILVEIRA",NA,"MARIO",NA,"Partido Nacional",49
"7192","SILVERA",NA,"CARLOS","A.","Partido Colorado",34
"7193","SILVERA",NA,"MEDARDO","A.","Partido Colorado",34
"7194","SILVERA",NA,"FERNANDO",NA,"Frente Amplio",44
"7195","SILVERA",NA,"WASHINGTON",NA,"Frente Amplio",48
"7196","SILVERA","ARAUJO","MARIO",NA,"Partido Nacional",47
"7197","SILVERA","LIMA","ALFREDO",NA,"Partido Colorado",42
"7198","SILVERA",NA,"ARTURO",NA,"Partido Nacional",48
"7199","SILVERA",NA,"OSNIDIO",NA,"Partido Frente Amplio",47
"7200","SILVERA",NA,"MEDARDO","A.","Partido Colorado",29
"7201","SILVERA",NA,"MEDARDO","A.","Partido Colorado",33
"7202","SILVERMAN",NA,"GASTON",NA,"Nuevo Espacio",44
"7203","SIMOIS",NA,"ELBIO","LIBER","Partido Colorado",40
"7204","SIMOIS",NA,"MELITON",NA,"Partido Colorado",29
"7205","SIMOIS",NA,"JOSE",NA,"Partido Colorado",48
"7206","SIMOIS",NA,"MELITON","I.","Partido Colorado",29
"7207","SIMON",NA,"FRANCISCO",NA,"Partido Colorado",25
"7208","SIMON",NA,"FRANCISCO",NA,"Partido Colorado",26
"7209","SIMON",NA,"MARIA",NA,"Frente Amplio",46
"7210","SIMONET",NA,"RAMON",NA,"Partido Colorado",44
"7211","SIMONET",NA,"RAMON",NA,"Partido Colorado",45
"7212","SINEIRO",NA,"CARLOS",NA,"Partido Nacional",44
"7213","SINGER",NA,"JUAN","ADOLFO","Partido Colorado",39
"7214","SINGER",NA,"JUAN","ADOLFO","Partido Colorado",40
"7215","SINGER",NA,"JUAN","ADOLFO","Partido Colorado",41
"7216","SINGER",NA,"JUAN","ADOLFO","Partido Colorado",42
"7217","SINGER",NA,"JUAN","ADOLFO","Partido Colorado",43
"7218","SINGER",NA,"JUAN","ADOLFO","Partido Colorado",44
"7219","SINGER",NA,"JUAN","ADOLFO","Partido Colorado",45
"7220","SINGLET",NA,"MANUEL","MARIA","Partido Nacional",42
"7221","SINGLET",NA,"MANUEL","MARIA","Partido Nacional",43
"7222","SINISCALCHI",NA,"FABRICIO",NA,"Frente Amplio",44
"7223","SINISCALCHI",NA,"FABRICIO",NA,"Partido Frente Amplio",48
"7224","SIQUIERA",NA,"JOSE","MARIA",NA,22
"7225","SIRI",NA,"INOCENCIO","D.","Partido Colorado",33
"7226","SISTO",NA,"EDMUNDO",NA,"Partido Colorado",37
"7227","SLINGER",NA,"FEDERICO",NA,NA,44
"7228","SMITH",NA,"JUAN","A.","Partido Nacional",21
"7229","SOARES","DE LIMA","MARIA","VICTORIA","Union Popular",39
"7230","SOARES","DE LIMA","CARLOS",NA,"Partido Nacional",42
"7231","SOARES","NETTO","EDMUNDO",NA,"Frente Izquierda de Liberacion",40
"7232","SOARES","NETTO","EDMUNDO",NA,"Frente Amplio",41
"7233","SOARES","DE LIMA","RICARDO",NA,"Partido Nacional",48
"7234","SOBREDO",NA,"MARIO",NA,"Partido Colorado",36
"7235","SOCA",NA,"FRANCISCO",NA,"Partido Colorado",21
"7236","SOCA",NA,"FRANCISCO",NA,"Partido Colorado",22
"7237","SOCA",NA,"FRANCISCO",NA,"Partido Colorado",23
"7238","SOCA",NA,"FRANCISCO",NA,"Partido Colorado",24
"7239","SOCA",NA,"FRANCISCO",NA,"Partido Colorado",25
"7240","SOCA",NA,"FRANCISCO",NA,"Partido Colorado",26
"7241","SOCA",NA,"ANGEL",NA,"Partido Frente Amplio",47
"7242","SOCORRO",NA,"LAURO",NA,"Partido Colorado",41
"7243","SODANO",NA,"HECTOR",NA,"Cabildo Abierto",49
"7244","SOLARES",NA,"ALFREDO","J.","Partido Nacional",29
"7245","SOLARES",NA,"ALFREDO","J.","Partido Nacional",30
"7246","SOLARES",NA,"ALFREDO","J.","Partido Nacional",31
"7247","SOLARES",NA,"ALFREDO","J.","Partido Nacional Independiente",35
"7248","SOLARES",NA,"ALFREDO","J.","Partido Nacional Independiente",36
"7249","SOLARI",NA,"ALFREDO",NA,"Partido Colorado",44
"7250","SOLARI","DAMONTE","ALFREDO",NA,"Partido Colorado",47
"7251","SOLARI",NA,"ALFREDO",NA,"Partido Colorado",43
"7252","SOLE","Y RODRIGUEZ","ORIOL",NA,"Partido Nacional",21
"7253","SOLIS",NA,"MARISA",NA,"Frente Amplio",44
"7254","SOORA",NA,"ANDRES",NA,"Partido Nacional",26
"7255","SOORA",NA,"RAMON","T.","Partido Colorado",24
"7256","SOORA",NA,"RAMON","T.","Partido Colorado",25
"7257","SORHUETA",NA,"FERMIN",NA,"Partido Colorado",35
"7258","SORHUETA",NA,"FERMIN",NA,"Partido Colorado",36
"7259","SORHUETA",NA,"FERMIN",NA,"Partido Colorado",37
"7260","SORHUETA",NA,"FERMIN",NA,"Partido Colorado",38
"7261","SORHUETA",NA,"FERMIN",NA,"Partido Colorado",39
"7262","SORIA",NA,"CARLOS",NA,"Partido Colorado",44
"7263","SORIA",NA,"NELLYS",NA,"Partido Nacional",48
"7264","SORIA",NA,"MARIA",NA,"Partido Nacional",48
"7265","SORIN",NA,"CARLOS","MARIA","Partido Colorado",26
"7266","SORIN",NA,"CARLOS","MARIA","Partido Colorado",27
"7267","SORIN",NA,"CARLOS","MARIA","Partido Colorado",28
"7268","SORIN",NA,"CARLOS","MARIA","Partido Colorado",29
"7269","SORIN",NA,"CARLOS","M.","Partido Colorado",27
"7270","SOSA","ACOSTA","HERIBERTO",NA,"Frente Amplio",42
"7271","SOSA","ACOSTA","HERIBERTO",NA,"Partido por el Gobierno del Pueblo",43
"7272","SOSA","AGUIAR","EUCLIDES",NA,"Partido Colorado",32
"7273","SOSA","AGUIAR","EUCLIDES",NA,"Partido Colorado",33
"7274","SOSA","AGUIAR","EUCLIDES",NA,"Partido Colorado",34
"7275","SOSA","AGUIAR","EUCLIDES",NA,"Partido Colorado",35
"7276","SOSA","AGUIAR","EUCLIDES",NA,"Partido Colorado",36
"7277","SOSA",NA,"FRANCISCO",NA,"Partido Colorado",41
"7278","SOSA",NA,"ROGELIO",NA,"Partido Colorado",31
"7279","SOSA","DIAS","DANIEL",NA,"Frente Amplio",41
"7280","SOSA",NA,"JULIO","MARIA","Partido Colorado",22
"7281","SOSA",NA,"JULIO","MARIA","Partido Colorado",23
"7282","SOSA",NA,"JULIO","MARIA","Partido Colorado",24
"7283","SOSA",NA,"JULIO","MARIA","Partido Colorado",25
"7284","SOSA",NA,"JULIO","MARIA","Partido Colorado",26
"7285","SOSA",NA,"JULIO","MARIA","Partido Colorado",27
"7286","SOSA",NA,"JULIO","MARIA","Partido Colorado",28
"7287","SOSA",NA,"ROBERTO",NA,"Partido Nacional",41
"7288","SOSA",NA,"HERIBERTO",NA,"Union Popular",48
"7289","SOSA",NA,"FILENO",NA,"Partido de las Clases Pasivas",37
"7290","SOSA",NA,"ERNESTO","P.","Partido Nacional",29
"7291","SOSA",NA,"ERNESTO","P.","Partido Nacional",31
"7292","SOSA",NA,"ROGELIO",NA,"Partido Colorado",34
"7293","SOSA",NA,"CARMELO","A.","Partido Nacional",39
"7294","SOTO","BERMUDEZ","CARLOS",NA,"Partido Colorado",42
"7295","SOTO","FREIRE DE OTAMENDI","ZULMA",NA,"Partido Nacional",35
"7296","SOTO",NA,"ENRIQUE",NA,"Frente Amplio",44
"7297","SOTO",NA,"ENRIQUE",NA,"Frente Amplio",45
"7298","SOTO",NA,"HUGO",NA,"Partido por el Gobierno del Pueblo",43
"7299","SOTO",NA,"JOSE",NA,"Frente Amplio",44
"7300","SOTO",NA,"MARIO",NA,"Partido Colorado",43
"7301","SOUDRIERS",NA,"VICTOR","B.","Partido Colorado",22
"7302","SOUDRIERS",NA,"VICTOR","B.","Partido Colorado",23
"7303","SOUDRIERS",NA,"VICTOR","B.","Partido Colorado",24
"7304","SOURMASTRE",NA,"FEDERICO",NA,"Movimiento Renovador",37
"7305","SOUTO",NA,"WALTER",NA,"Nuevo Espacio",44
"7306","SOUTO",NA,"ENRIQUE",NA,"Partido Nacional",47
"7307","SOUTO",NA,"CARLOS",NA,"Partido Frente Amplio",48
"7308","SOUZA",NA,"JUAN","C.","Frente Amplio",46
"7309","SOUZA",NA,"JUAN","C.","Frente Amplio",47
"7310","SOZO",NA,"BOLVAR",NA,"Partido Colorado",28
"7311","SOZO",NA,"BOLVAR",NA,"Partido Colorado",30
"7312","SOZO",NA,"BOLVAR",NA,"Partido Colorado",32
"7313","SPEKTOR",NA,"LUIS",NA,"Partido Colorado",42
"7314","SPERA",NA,"JUAN","H.","Partido Colorado",38
"7315","SPERANZA",NA,"JOSE","MARIA","Partido Nacional",39
"7316","SPINOGLIO",NA,"ANGEL",NA,"Frente Amplio",43
"7317","SPOSITO",NA,"LUIS",NA,"Partido Colorado",45
"7318","STAJANO",NA,"CARLOS",NA,"Partido Nacional",38
"7319","STELLA",NA,"JUAN","A.","Partido Colorado",29
"7320","STERN",NA,"BENITO",NA,"Partido Colorado",44
"7321","STERN",NA,"BENITO",NA,"Partido Colorado",42
"7322","STEWART","VARGAS","GUILLERMO",NA,"Partido Nacional",31
"7323","STEWART","VARGAS","GUILLERMO",NA,"Partido Nacional",32
"7324","STEWART","VARGAS","GUILLERMO",NA,"Partido Nacional",35
"7325","STEWART","VARGAS","GUILLERMO",NA,"Partido Nacional",38
"7326","STIRLING",NA,"GUILLERMO",NA,"Partido Colorado",42
"7327","STIRLING",NA,"GUILLERMO",NA,"Partido Colorado",43
"7328","STIRLING",NA,"GUILLERMO",NA,"Partido Colorado",44
"7329","STIRLING",NA,"MANUEL",NA,"Partido Colorado",22
"7330","STIRLING",NA,"MANUEL",NA,"Partido Colorado",23
"7331","STIRLING",NA,"MANUEL",NA,"Partido Colorado",24
"7332","STIRLING",NA,"MANUEL",NA,"Partido Colorado",25
"7333","STIRLING",NA,"MANUEL",NA,"Partido Colorado",26
"7334","STIRLING",NA,"MANUEL",NA,"Partido Colorado",27
"7335","STIRLING",NA,"MANUEL",NA,"Partido Colorado",28
"7336","STIRLING",NA,"GUILLERMO",NA,"Partido Colorado",45
"7337","STIRLING","HAEDO","DIEGO",NA,"Partido Nacional",29
"7338","STOLETNIY",NA,"ORLANDO",NA,"Partido Nacional",48
"7339","STOPINGI","PRADO","CAYETANO",NA,"Partido Nacional",48
"7340","STOPINGIE",NA,"ANA",NA,"Partido Nacional",47
"7341","STORACE","MONTES","NICOLAS",NA,"Partido Nacional",43
"7342","STORACE","MONTES","NICOLAS",NA,"Partido Nacional",44
"7343","STORACE","ARROSA","NICOLAS",NA,"Partido Nacional",38
"7344","STORACE","ARROSA","NICOLAS",NA,"Partido Nacional",39
"7345","STORACE",NA,"JUAN","LUIS","Partido Nacional",44
"7346","STURLA",NA,"HECTOR","MARTIN","Partido Nacional",42
"7347","STURLA",NA,"HECTOR","MARTIN","Partido Nacional",43
"7348","SUAREZ",NA,"JUAN","CARLOS","Partido Colorado",37
"7349","SUAREZ","LERENA","CARLOS",NA,"Partido Nacional",43
"7350","SUAREZ","LORENZO","PEDRO",NA,"Partido Nacional",41
"7351","SUAREZ","LORENZO","PEDRO",NA,"Partido Nacional",43
"7352","SUAREZ","LORENZO","PEDRO",NA,"Partido Nacional",44
"7353","SUAREZ",NA,"MARTIN",NA,"Partido Colorado",21
"7354","SUAREZ",NA,"MARTIN",NA,"Partido Colorado",22
"7355","SUAREZ",NA,"MARTIN",NA,"Partido Colorado",23
"7356","SUAREZ",NA,"MARTIN",NA,"Partido Colorado",24
"7357","SUAREZ",NA,"MARTIN",NA,"Partido Colorado",25
"7358","SUAREZ",NA,"MARTIN",NA,"Partido Colorado",26
"7359","SUAREZ",NA,"ALBERTO","C.","Partido Comunista del Uruguay",35
"7360","SUAREZ",NA,"ALBERTO","C.","Frente Izquierda de Liberacion",38
"7361","SUAREZ",NA,"ALBERTO","C.","Frente Izquierda de Liberacion",40
"7362","SUAREZ",NA,"EDUARDO",NA,"Frente Amplio",44
"7363","SUAREZ",NA,"JUAN","PEDRO","Partido Nacional",29
"7364","SUAREZ",NA,"JUAN","PEDRO","Partido Nacional",30
"7365","SUAREZ",NA,"JUAN","PEDRO","Partido Nacional",31
"7366","SUAREZ",NA,"JUAN","PEDRO","Partido Nacional",32
"7367","SUAREZ",NA,"LUIS",NA,"Partido Colorado",42
"7368","SUAREZ","PONTE","ANTONIO",NA,"Partido Nacional",37
"7369","SUAREZ","PONTE","ANTONIO",NA,"Partido Nacional",38
"7370","SUAREZ",NA,"SERGIO",NA,"Frente Amplio",44
"7371","SUAREZ","","MARICARMEN",NA,"Partido Nacional",47
"7372","SUAREZ",NA,"PEDRO",NA,"Partido Nacional",47
"7373","SUAREZ",NA,"JUAN","PEDRO","Partido Frente Amplio",47
"7374","SUAREZ",NA,"FERNANDO",NA,"Partido Nacional",47
"7375","SUAREZ",NA,"MAURO","L.","Partido Nacional",47
"7376","SUAREZ",NA,"LOURDES",NA,"Partido Nacional",47
"7377","SUAREZ",NA,"PEDRO",NA,"Partido Frente Amplio",47
"7378","SUAREZ",NA,"WALTER",NA,"Partido Frente Amplio",47
"7379","SUAREZ",NA,"JUAN",NA,"Partido Nacional",48
"7380","SUAREZ",NA,"FERNANDO",NA,"Partido Nacional",48
"7381","SUAREZ",NA,"PABLO",NA,"Partido Nacional",48
"7382","SUAREZ",NA,"JAVIER",NA,"Partido Nacional",48
"7383","SUAREZ",NA,"MARIA","DE","Partido Nacional",48
"7384","SUAREZ",NA,"PEDRO",NA,"Partido Frente Amplio",48
"7385","SUAREZ",NA,"MARIA","LUISA","Partido de los Trabajadores",45
"7386","SUAREZ",NA,"",NA,"Partido Juventud por el Desarrollo Oriental",40
"7387","SUAREZ",NA,"JOSE","CARLOS","Partido Nacional",29
"7388","SUAREZ",NA,"VICTORIANO","R.","Partido Nacional",37
"7389","SUDRIERS",NA,"VICTOR",NA,"Partido Colorado",24
"7390","SUGO",NA,"HENRY",NA,"Partido Nacional",45
"7391","SUNES",NA,"NILO",NA,"Partido Frente Amplio",48
"7392","SUPERVIELLE",NA,"LUIS","J.","Partido Colorado",27
"7393","SURRACO",NA,"CARLOS",NA,"Partido Colorado",37
"7394","SUSENA",NA,"EMILIO",NA,"Partido Colorado",41
"7395","TABAREZ",NA,"RAFAEL",NA,"Partido Colorado",27
"7396","TABAREZ",NA,"RAFAEL",NA,"Partido Colorado",28
"7397","TABAREZ",NA,"RAFAEL",NA,"Partido Colorado",29
"7398","TABEIRA",NA,"JULIO",NA,"Partido Nacional",47
"7399","TAFERNABERRY",NA,"HORACIO",NA,"Partido Colorado",40
"7400","TAJAM",NA,"HECTOR",NA,"Frente Amplio",46
"7401","TAJAM",NA,"HECTOR",NA,"Frente Amplio",47
"7402","TALICE",NA,"RODOLFO",NA,"Partido Verde Ecologista",43
"7403","TALICE",NA,"RODOLFO",NA,"Partido Verde Ecologista",42
"7404","TALVI",NA,"ERNESTO",NA,"Partido Colorado",49
"7405","TALVI",NA,"ERNESTO",NA,"Partido Colorado",48
"7406","TAMON",NA,"PEDRO",NA,"Partido Colorado",36
"7407","TAMON",NA,"PEDRO",NA,"Partido Colorado",37
"7408","TAMON",NA,"PEDRO",NA,"Partido Colorado",39
"7409","TAPIE","SIMA","EDUARDO",NA,"Partido Nacional",48
"7410","TARABAL",NA,"JOSE","MARIA","Union Civica",31
"7411","TARABAL",NA,"JOSE","MARIA","Union Civica",32
"7412","TARALLO","UMPIERREZ","SERGIO",NA,"Partido Nacional",42
"7413","TARALLO","UMPIERREZ","SERGIO",NA,"Partido Nacional",45
"7414","TARAN",NA,"LAURO","H.","Partido Colorado",38
"7415","TARAN",NA,"LAURO","H.","Partido Colorado",40
"7416","TARANTO",NA,"VICTOR","FELIX","Partido Colorado",33
"7417","TARIGO",NA,"ENRIQUE",NA,"Partido Colorado",42
"7418","TAROCO",NA,"BLAS","NERY","Partido Colorado",39
"7419","TARUSELLI",NA,"RUBEN","A.","Partido Colorado",40
"7420","TECHERA",NA,"RICARDO",NA,"Partido Colorado",33
"7421","TECHERA",NA,"DMASO",NA,"Partido Colorado",40
"7422","TECHERA",NA,"DIONISIO",NA,"Partido Nacional",47
"7423","TEIJEIRO",NA,"TOMAS",NA,"Partido Nacional",45
"7424","TEIXEIRA","","SERGIO",NA,"Partido Nacional",47
"7425","TEIXEIRA",NA,"MARIO","SERGIO","Partido Nacional",48
"7426","TEJEIRA",NA,"HUGO","DANIEL","Partido Colorado",48
"7427","TEJERA","AGUILAR","JOSE","LUIS","Partido Nacional",43
"7428","TEJERA",NA,"ADOLFO",NA,"Partido Nacional Independiente",34
"7429","TEJERA",NA,"ADOLFO",NA,"Partido Nacional Independiente",35
"7430","TEJERA",NA,"ADOLFO",NA,"Partido Nacional",37
"7431","TEJERA",NA,"ADOLFO",NA,"Partido Nacional",39
"7432","TEJERA",NA,"IGNACIO",NA,"Partido Nacional",47
"7433","TEJERA",NA,"IGNACIO",NA,"Partido Nacional",48
"7434","TERAN",NA,"MANUEL",NA,"Partido Nacional",31
"7435","TERRA","H","GABRIEL",NA,"Partido Colorado",35
"7436","TERRA","H","GABRIEL",NA,"Partido Colorado",36
"7437","TERRA",NA,"DUVIMIOSO",NA,"Partido Nacional",25
"7438","TERRA",NA,"DUVIMIOSO",NA,"Partido Nacional",26
"7439","TERRA",NA,"DUVIMIOSO",NA,"Partido Nacional",27
"7440","TERRA",NA,"DUVIMIOSO",NA,"Partido Nacional",28
"7441","TERRA",NA,"DUVIMIOSO",NA,"Partido Nacional",29
"7442","TERRA",NA,"DUVIMIOSO",NA,"Partido Nacional",30
"7443","TERRA",NA,"JOSE","LADISLAO","Partido Nacional",33
"7444","TERRA",NA,"JUAN","PABLO","Partido Democrata Cristiano",40
"7445","TERRA",NA,"JUAN","PABLO","Frente Amplio",41
"7446","TERRA",NA,"RAUL",NA,"Partido Colorado",34
"7447","TERRA","AROCENA","HORACIO",NA,"Union Civica",34
"7448","TERRA","AROCENA","HORACIO",NA,"Union Civica",35
"7449","TERRA","AROCENA","HORACIO",NA,"Union Civica",36
"7450","TERRA","AROCENA","HORACIO",NA,"Union Civica",37
"7451","TERRA",NA,"GABRIEL",NA,"Partido Colorado",22
"7452","TERRA",NA,"GABRIEL",NA,"Partido Colorado",23
"7453","TERRA",NA,"GABRIEL",NA,"Partido Colorado",25
"7454","TERRA",NA,"GABRIEL",NA,"Partido Colorado",28
"7455","TERRA","GALLINAL","FRANCISCO",NA,"Partido Colorado",42
"7456","TERRA","GALLINAL","PEDRO",NA,"Partido Nacional",44
"7457","TERRA",NA,"JOSE","LADISLAO",NA,21
"7458","TERRA",NA,"GABRIEL",NA,"Partido Colorado",26
"7459","TERRA",NA,"GABRIEL",NA,"Partido Colorado",30
"7460","TERRA",NA,"GABRIEL",NA,"Partido Colorado",31
"7461","TERRA","AROCENA","HORACIO",NA,"Partido Democrata Cristiano",38
"7462","TERRA",NA,"ALFREDO",NA,"Union Democrata Reformista",37
"7463","TERRA",NA,"GUILLERMO",NA,"Partido Colorado",29
"7464","TERRON",NA,"MARIA",NA,"Partido Colorado",45
"7465","TERRON","FUNES","MARIA",NA,"Partido Colorado",45
"7466","TERZAGHI",NA,"OSCAR","JULIO","Frente Amplio",48
"7467","TESTA",NA,"CARLOS",NA,"Cabildo Abierto",49
"7468","TESTONI",NA,"CARLOS",NA,"Partido Colorado",44
"7469","TESTONI",NA,"CARLOS",NA,"Partido Colorado",45
"7470","TEXEIRA",NA,"UBIYARA",NA,"Partido Nacional",44
"7471","TEXEIRA","VARESI","CARLOS",NA,"Frente Amplio",41
"7472","TEXEIRA",NA,"WALTER",NA,"Partido Nacional",45
"7473","TEXEIRA",NA,"DORYS",NA,"Partido Nacional",48
"7474","TEXEIRA","NUNES","ERICO",NA,"Partido Nacional",37
"7475","TEXEIRA","NUÑEZ","LEO",NA,"Partido Nacional",38
"7476","TIERNO",NA,"MARTIN",NA,"Frente Amplio",47
"7477","TIERNO",NA,"NELSON","MARTIN","Frente Amplio",48
"7478","TIERNO",NA,"MARTIN",NA,"Frente Amplio",49
"7479","TIMON",NA,"CRISTOBAL",NA,"Partido Nacional",39
"7480","TIMOTEO","CARBALLO","PAZ",NA,"Partido Laborista",37
"7481","TINAGLINI",NA,"GABRIEL",NA,"Frente Amplio",49
"7482","TIO",NA,"EDGARDO",NA,"Partido Colorado",45
"7483","TIO","RIVAS","JOAQUIN",NA,"Partido Colorado",33
"7484","TIRELLI",NA,"OSCAR","A.","Partido Nacional",36
"7485","TIRRELLI",NA,"WALTER",NA,"Frente Amplio",44
"7486","TIRRELLI",NA,"WALTER",NA,"Frente Amplio",45
"7487","TISCORNIA",NA,"MANUEL","E.","Partido Colorado",21
"7488","TISCORNIA",NA,"MANUEL","E.","Partido Colorado",22
"7489","TISCORNIA",NA,"MANUEL","E.","Partido Colorado",23
"7490","TISCORNIA",NA,"MANUEL","E.","Partido Colorado",24
"7491","TISCORNIA",NA,"MANUEL","E.","Partido Colorado",26
"7492","TISCORNIA",NA,"MANUEL","E.","Partido Colorado",32
"7493","TISCORNIA",NA,"MANUEL","B.","Partido Colorado",33
"7494","TOCCO",NA,"JORGE",NA,"Frente Amplio",43
"7495","TOGNOLA",NA,"RAFAEL","S.","Partido Nacional",39
"7496","TOGNOLA",NA,"JOSE",NA,"Frente Amplio",42
"7497","TOLEDO",NA,"JUAN","A.","Frente Amplio",43
"7498","TOLEDO",NA,"PEDRO",NA,"Frente Amplio",43
"7499","TOLEDO",NA,"HERMES",NA,"Frente Amplio",46
"7500","TOLEDO","ANTUNEZ","HERMES",NA,"Frente Amplio",47
"7501","TOLEDO",NA,"DARIO",NA,"Partido Frente Amplio",47
"7502","TOLEDO",NA,"DANIEL",NA,"Partido Nacional",47
"7503","TOLEDO",NA,"DARIO",NA,"Partido Frente Amplio",48
"7504","TOLEDO",NA,"BONIFACIO",NA,"Partido Nacional",48
"7505","TOMATTI",NA,"ENRIQUE","LUIS","Partido Colorado",40
"7506","TONCOBITZ",NA,"SANDRA",NA,"Partido Colorado",48
"7507","TONS",NA,"JUAN","A.","Partido Frente Amplio",47
"7508","TOPOLANSKY",NA,"LUCIA",NA,"Frente Amplio",45
"7509","TOPOLANSKY",NA,"LUCIA",NA,"Frente Amplio",46
"7510","TOPOLANSKY",NA,"LUCIA",NA,"Frente Amplio",47
"7511","TOPOLANSKY",NA,"LUCIA",NA,"Frente Amplio",48
"7512","TOPOLANSKY",NA,"LUCIA",NA,"Frente Amplio",49
"7513","TORAL",NA,"MARCIA",NA,"Partido Nacional",48
"7514","TORIANI",NA,"ANDRES",NA,"Frente Amplio",42
"7515","TORIANI",NA,"ANDRES",NA,"Frente Amplio",43
"7516","TORINO",NA,"AMADO",NA,"Partido Nacional",47
"7517","TORRADO",NA,"PONCIANO","S.","Partido Colorado",40
"7518","TORRADO",NA,"PONCIANO","S.","Partido Colorado",41
